valence,year,acousticness,danceability,duration_min,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,decade,first_artist,key_mode,artist_track
0.877,2011,0.00472,0.578,3.67845,0.926,0,0.0127,F#,0.14,-3.689,Minor,What the Hell,74,0.0548,149.976,2010s,Avril Lavigne,F# - Minor,Avril Lavigne - What the Hell
0.652,2011,0.0849,0.652,4.456883333333334,0.748,0,0.0,C,0.604,-5.242000000000001,Major,Love On Top,75,0.0887,94.1,2010s,Beyoncé,C - Major,Beyoncé - Love On Top
0.6,2011,0.025,0.7340000000000001,3.5871166666666667,0.7659999999999999,0,0.00138,C#,0.108,-4.485,Major,We Found Love,75,0.0383,127.986,2010s,Rihanna,C# - Major,Rihanna - We Found Love
0.684,2011,0.046,0.562,3.699116666666667,0.939,0,0.0,C,0.112,-4.282,Major,Stronger (What Doesn't Kill You),66,0.0475,116.044,2010s,Kelly Clarkson,C - Major,Kelly Clarkson - Stronger (What Doesn't Kill You)
0.5379999999999999,2011,0.0646,0.684,3.627783333333334,0.8340000000000001,1,0.0,D,0.271,-4.524,Minor,Black and Yellow,75,0.0675,164.02,2010s,Wiz Khalifa,D - Minor,Wiz Khalifa - Black and Yellow
0.7440000000000001,2011,0.0843,0.682,3.2602166666666665,0.927,0,0.0,E,0.149,-2.915,Major,Who Says,75,0.0479,101.019,2010s,Selena Gomez & The Scene,E - Major,Selena Gomez & The Scene - Who Says
0.0886,2011,0.726,0.349,4.109783333333334,0.348,0,0.0,D#,0.12,-6.142,Major,Jar of Hearts,74,0.0316,74.541,2010s,Christina Perri,D# - Major,Christina Perri - Jar of Hearts
0.301,2011,0.0678,0.604,4.084,0.7879999999999999,0,0.153,C,0.127,-3.673,Minor,Titanium (feat. Sia),67,0.103,126.06,2010s,David Guetta,C - Minor,David Guetta - Titanium (feat. Sia)
0.407,2011,0.669,0.642,4.306216666666667,0.289,0,0.0,A,0.18,-9.918,Major,The A Team,77,0.0367,84.99600000000002,2010s,Ed Sheeran,A - Major,Ed Sheeran - The A Team
0.468,2011,0.897,0.7040000000000001,3.4417833333333334,0.103,0,0.0,F,0.192,-15.056,Minor,Santa Baby,69,0.0607,84.475,2010s,Eartha Kitt,F - Minor,Eartha Kitt - Santa Baby
0.0754,2011,0.221,0.4370000000000001,5.720883333333333,0.229,0,0.0599,D,0.0935,-10.514,Major,Wait,67,0.0308,147.911,2010s,M83,D - Major,M83 - Wait
0.6990000000000001,2011,0.865,0.647,1.99645,0.465,0,0.0,G,0.0882,-8.308,Major,Holly Jolly Christmas,68,0.0428,151.251,2010s,Michael Bublé,G - Major,Michael Bublé - Holly Jolly Christmas
0.363,2011,0.908,0.339,3.444,0.214,0,7.47e-06,E,0.341,-11.714,Major,It's Beginning to Look a Lot like Christmas,68,0.0375,94.775,2010s,Michael Bublé,E - Major,Michael Bublé - It's Beginning to Look a Lot like Christmas
0.922,2011,0.0761,0.858,3.1408833333333335,0.6779999999999999,0,0.0,C#,0.0741,-3.87,Minor,Love You Like A Love Song,76,0.0469,117.009,2010s,Selena Gomez & The Scene,C# - Minor,Selena Gomez & The Scene - Love You Like A Love Song
0.147,2011,0.943,0.375,5.610216666666667,0.304,0,0.303,C#,0.126,-14.52,Major,Holocene,70,0.0302,147.989,2010s,Bon Iver,C# - Major,Bon Iver - Holocene
0.359,2011,0.0189,0.75,4.36955,0.727,0,0.0,F,0.266,-4.21,Minor,Party Rock Anthem,68,0.142,129.993,2010s,LMFAO,F - Minor,LMFAO - Party Rock Anthem
0.294,2011,0.227,0.418,3.4802166666666667,0.546,1,0.0,C,0.229,-9.057,Minor,Crew Love,70,0.238,160.15200000000004,2010s,Drake,C - Minor,Drake - Crew Love
0.123,2011,0.841,0.397,4.418666666666667,0.172,1,6.78e-05,F#,0.108,-15.698,Minor,Doing It Wrong,69,0.0445,101.275,2010s,Drake,F# - Minor,Drake - Doing It Wrong
0.918,2011,0.183,0.581,3.49045,0.856,0,0.0,D#,0.0871,-4.0,Major,Take A Back Road,67,0.0783,169.90200000000004,2010s,Rodney Atkins,D# - Major,Rodney Atkins - Take A Back Road
0.494,2011,0.00327,0.5870000000000001,4.33755,0.828,0,0.0,B,0.331,-5.1080000000000005,Major,Born This Way,67,0.161,123.907,2010s,Lady Gaga,B - Major,Lady Gaga - Born This Way
0.748,2011,0.278,0.768,2.9628833333333335,0.809,0,0.0,E,0.139,-4.204,Minor,Mama's Broken Heart,66,0.0616,111.989,2010s,Miranda Lambert,E - Minor,Miranda Lambert - Mama's Broken Heart
0.81,2011,0.00522,0.6829999999999999,1.748,0.8140000000000001,0,0.0131,F,0.33,-5.17,Minor,Molly,69,0.251,159.96,2010s,Mindless Self Indulgence,F - Minor,Mindless Self Indulgence - Molly
0.38,2011,0.4320000000000001,0.605,3.669783333333333,0.53,0,0.0,G,0.095,-6.566,Major,Ballad Of A Southern Man,65,0.0261,73.986,2010s,Whiskey Myers,G - Major,Whiskey Myers - Ballad Of A Southern Man
0.574,2011,0.000159,0.495,3.675333333333333,0.527,0,0.0163,C,0.1,-4.742,Major,Even If It Breaks Your Heart,66,0.0351,208.067,2010s,Eli Young Band,C - Major,Eli Young Band - Even If It Breaks Your Heart
0.402,2011,0.00549,0.546,3.689783333333333,0.8370000000000001,0,0.0,D,0.387,-5.13,Major,Angel With A Shotgun,66,0.0519,124.007,2010s,The Cab,D - Major,The Cab - Angel With A Shotgun
0.76,2011,0.00496,0.733,3.9348833333333335,0.899,0,4.72e-05,C,0.3720000000000001,-4.237,Major,Run the World (Girls),74,0.143,127.086,2010s,Beyoncé,C - Major,Beyoncé - Run the World (Girls)
0.5429999999999999,2011,0.00481,0.483,3.82555,0.8440000000000001,0,7.290000000000001e-05,D,0.405,-5.043,Major,God Gave Me You,65,0.0314,151.977,2010s,Blake Shelton,D - Major,Blake Shelton - God Gave Me You
0.345,2011,0.0165,0.6679999999999999,3.203333333333333,0.718,0,0.0,C#,0.104,-4.7360000000000015,Minor,It Girl,74,0.0605,91.993,2010s,Jason Derulo,C# - Minor,Jason Derulo - It Girl
0.19,2011,0.7070000000000001,0.501,4.733333333333333,0.177,0,3.17e-05,C,0.0762,-9.795,Major,Rivers and Roads,66,0.0345,131.183,2010s,The Head and the Heart,C - Major,The Head and the Heart - Rivers and Roads
0.748,2011,0.0191,0.6679999999999999,3.594883333333333,0.857,0,6.71e-06,G,0.0385,-2.944,Minor,You Make Me Feel... (feat. Sabi),69,0.0535,131.959,2010s,Cobra Starship,G - Minor,Cobra Starship - You Make Me Feel... (feat. Sabi)
0.438,2011,0.0536,0.413,4.935783333333333,0.807,1,0.0,B,0.631,-3.499,Minor,I'm On One,68,0.318,149.33,2010s,DJ Khaled,B - Minor,DJ Khaled - I'm On One
0.457,2011,0.0277,0.518,3.10755,0.861,0,1.42e-06,B,0.249,-4.002,Major,She's So Gone,69,0.0673,141.986,2010s,Naomi Scott,B - Major,Naomi Scott - She's So Gone
0.182,2011,0.64,0.589,4.680883333333333,0.227,0,0.00469,D,0.0248,-16.67,Major,Kiss Me,73,0.0498,74.993,2010s,Ed Sheeran,D - Major,Ed Sheeran - Kiss Me
0.355,2011,0.00268,0.684,3.6648833333333335,0.486,1,0.000148,C#,0.157,-10.155,Major,Make Me Proud,67,0.132,131.91299999999998,2010s,Drake,C# - Major,Drake - Make Me Proud
0.297,2011,0.143,0.545,4.229116666666667,0.649,0,1.57e-05,F#,0.0894,-4.062,Major,Best Thing I Never Had,73,0.0324,99.099,2010s,Beyoncé,F# - Major,Beyoncé - Best Thing I Never Had
0.141,2011,0.934,0.282,4.413783333333333,0.101,0,5.05e-05,G,0.159,-14.657,Major,I'll Be Home for Christmas,65,0.0315,83.13,2010s,Michael Bublé,G - Major,Michael Bublé - I'll Be Home for Christmas
0.435,2011,0.138,0.5479999999999999,5.772216666666667,0.539,0,1.83e-05,E,0.1639999999999999,-6.67,Minor,Broken Window Serenade,64,0.0247,74.956,2010s,Whiskey Myers,E - Minor,Whiskey Myers - Broken Window Serenade
0.349,2011,0.56,0.441,3.66955,0.644,0,0.0,B,0.109,-5.774,Major,Tomorrow,65,0.0363,141.733,2010s,Chris Young,B - Major,Chris Young - Tomorrow
0.785,2011,0.287,0.535,3.723116666666667,0.56,0,0.0,E,0.209,-6.586,Major,Red Solo Cup,66,0.0901,164.17,2010s,Toby Keith,E - Major,Toby Keith - Red Solo Cup
0.723,2011,0.0016699999999999,0.481,3.512,0.8490000000000001,0,1.49e-06,E,0.121,-5.131,Major,Honey Bee,64,0.0385,205.57,2010s,Blake Shelton,E - Major,Blake Shelton - Honey Bee
0.607,2011,0.00417,0.356,3.22755,0.872,0,0.00975,D,0.0997,-7.8370000000000015,Major,Lonely Boy,72,0.068,166.3,2010s,The Black Keys,D - Major,The Black Keys - Lonely Boy
0.21,2011,0.952,0.305,4.1688833333333335,0.452,0,1.6800000000000002e-05,C,0.129,-6.077000000000001,Minor,Turning Tables,67,0.0293,79.83,2010s,Adele,C - Minor,Adele - Turning Tables
0.878,2011,0.00877,0.583,2.88155,0.7909999999999999,0,0.0,B,0.0451,-4.087,Major,Fine By Me,66,0.0318,89.993,2010s,Andy Grammer,B - Major,Andy Grammer - Fine By Me
0.5579999999999999,2011,0.0539,0.562,3.94775,0.878,0,0.0,G#,0.112,-4.806,Major,I Want Crazy - Encore,64,0.0387,103.029,2010s,Hunter Hayes,G# - Major,Hunter Hayes - I Want Crazy - Encore
0.451,2011,0.00152,0.397,4.1706666666666665,0.975,0,0.0,D,0.118,-3.532,Minor,If You Can't Hang,67,0.365,192.021,2010s,Sleeping With Sirens,D - Minor,Sleeping With Sirens - If You Can't Hang
0.375,2011,0.0275,0.616,3.6662166666666662,0.728,0,0.0,A,0.228,-4.02,Minor,I Don't Want This Night To End,65,0.0278,111.934,2010s,Luke Bryan,A - Minor,Luke Bryan - I Don't Want This Night To End
0.569,2011,0.23,0.6509999999999999,3.42245,0.695,0,0.0,F#,0.144,-3.218,Major,Give Your Heart a Break,71,0.0487,123.008,2010s,Demi Lovato,F# - Major,Demi Lovato - Give Your Heart a Break
0.7709999999999999,2011,0.1369999999999999,0.392,2.943783333333333,0.7020000000000001,0,0.0,F#,0.109,-6.509,Major,Turn the Lights Off,66,0.0848,188.606,2010s,Tally Hall,F# - Major,Tally Hall - Turn the Lights Off
0.338,2011,0.0388,0.615,4.1593333333333335,0.871,1,0.0,C#,0.246,-3.804,Major,Fast Lane,71,0.281,119.149,2010s,Bad Meets Evil,C# - Major,Bad Meets Evil - Fast Lane
0.297,2011,0.624,0.557,4.266783333333334,0.299,0,0.0308,C,0.0914,-10.634,Major,Hello My Old Heart,67,0.0266,90.081,2010s,The Oh Hellos,C - Major,The Oh Hellos - Hello My Old Heart
0.613,2011,0.039,0.485,3.082,0.701,0,0.0,G#,0.0977,-3.807,Major,Are You Gonna Kiss Me Or Not,64,0.0288,151.94799999999995,2010s,Thompson Square,G# - Major,Thompson Square - Are You Gonna Kiss Me Or Not
0.557,2011,0.246,0.654,4.541783333333333,0.75,1,0.0178,G#,0.1669999999999999,-7.508999999999999,Minor,No Church In The Wild,70,0.105,92.78,2010s,JAY-Z,G# - Minor,JAY-Z - No Church In The Wild
0.589,2011,0.139,0.768,3.766,0.62,0,0.0,D,0.521,-7.399,Major,Can't Get Enough,66,0.0658,132.035,2010s,J. Cole,D - Major,J. Cole - Can't Get Enough
0.0837,2011,0.000402,0.364,5.097333333333333,0.841,1,0.0,G#,0.242,-4.831,Major,She Will,63,0.119,100.14,2010s,Lil Wayne,G# - Major,Lil Wayne - She Will
0.565,2011,0.00772,0.505,3.738883333333334,0.833,0,7.900000000000001e-05,C,0.069,-4.632,Major,Gold on the Ceiling,69,0.0475,130.121,2010s,The Black Keys,C - Major,The Black Keys - Gold on the Ceiling
0.6629999999999999,2011,0.0084099999999999,0.623,3.2257833333333332,0.8690000000000001,0,0.0,F,0.0771,-3.3760000000000003,Major,Beggin' On Your Knees (feat. Victoria Justice),66,0.0481,130.013,2010s,Victorious Cast,F - Major,Victorious Cast - Beggin' On Your Knees (feat. Victoria Justice)
0.177,2011,0.0555,0.5660000000000001,3.7453333333333334,0.465,1,0.0,D,0.5670000000000001,-11.714,Major,Shot For Me,65,0.235,143.015,2010s,Drake,D - Major,Drake - Shot For Me
0.217,2011,0.0324,0.6920000000000001,4.609333333333334,0.736,1,0.0,C#,0.0787,-5.109,Major,Deuces (feat. Tyga & Kevin McCall),69,0.11,73.987,2010s,Chris Brown,C# - Major,Chris Brown - Deuces (feat. Tyga & Kevin McCall)
0.0794,2011,0.000362,0.436,3.778,0.893,0,0.0,A,0.103,-4.18,Minor,The Ballad of Mona Lisa,68,0.0556,124.113,2010s,Panic! At The Disco,A - Minor,Panic! At The Disco - The Ballad of Mona Lisa
0.288,2011,0.282,0.536,5.0331166666666665,0.65,0,1.16e-06,D,0.0876,-5.603,Major,A Little Bit Stronger,64,0.0337,147.93,2010s,Sara Evans,D - Major,Sara Evans - A Little Bit Stronger
0.397,2011,0.0869,0.594,4.728883333333333,0.946,1,0.0,D#,0.306,-4.521,Major,I Need A Doctor,71,0.452,155.826,2010s,Dr. Dre,D# - Major,Dr. Dre - I Need A Doctor
0.224,2011,0.45,0.401,5.475116666666667,0.364,0,0.0503,F,0.162,-10.836,Major,Old Pine,70,0.033,129.57,2010s,Ben Howard,F - Major,Ben Howard - Old Pine
0.292,2011,0.00373,0.8,4.497333333333334,0.545,1,0.000507,C#,0.0445,-7.002000000000002,Minor,Heartbeat,67,0.126,119.965,2010s,Childish Gambino,C# - Minor,Childish Gambino - Heartbeat
0.444,2011,0.0848,0.758,3.84845,0.6859999999999999,0,0.00127,B,0.142,-6.346,Major,On The Floor - Radio Edit,75,0.0792,130.007,2010s,Jennifer Lopez,B - Major,Jennifer Lopez - On The Floor - Radio Edit
0.221,2011,0.0104,0.527,4.628666666666667,0.804,0,0.0,A#,0.105,-4.168,Major,Shake It Out,63,0.0358,107.486,2010s,Florence + The Machine,A# - Major,Florence + The Machine - Shake It Out
0.1689999999999999,2011,0.45,0.5329999999999999,3.586,0.436,0,0.0,A,0.102,-9.542,Minor,The Christmas Song (Chestnuts Roasting On An Open Fire),68,0.0289,103.477,2010s,Justin Bieber,A - Minor,Justin Bieber - The Christmas Song (Chestnuts Roasting On An Open Fire)
0.69,2011,0.0452,0.583,3.26645,0.7120000000000001,0,0.0,G,0.174,-6.6179999999999986,Major,Best Love Song (feat. Chris Brown),66,0.054,159.901,2010s,T-Pain,G - Major,T-Pain - Best Love Song (feat. Chris Brown)
0.648,2011,0.0124,0.669,3.788,0.855,0,0.0,C,0.335,-3.035,Minor,International Love (feat. Chris Brown),72,0.0499,120.045,2010s,Pitbull,C - Minor,Pitbull - International Love (feat. Chris Brown)
0.65,2011,0.0308,0.742,3.1366666666666667,0.784,0,0.0,C#,0.354,-5.4579999999999975,Major,I Like It Like That (feat. New Boyz),65,0.0552,101.002,2010s,Hot Chelle Rae,C# - Major,Hot Chelle Rae - I Like It Like That (feat. New Boyz)
0.738,2011,0.016,0.7120000000000001,4.15555,0.759,1,0.0808,B,0.217,-5.397,Major,Yonkers,62,0.334,79.10300000000002,2010s,Tyler,B - Major,Tyler - Yonkers
0.452,2011,0.216,0.603,3.89425,0.918,0,0.146,E,0.287,-6.652,Minor,Money,62,0.0641,102.473,2010s,The Drums,E - Minor,The Drums - Money
0.234,2011,0.0114,0.451,3.8693333333333335,0.632,1,0.0,G#,0.198,-7.98,Minor,Drank in My Cup,63,0.297,132.89,2010s,Kirko Bangz,G# - Minor,Kirko Bangz - Drank in My Cup
0.614,2011,0.00122,0.58,3.656,0.877,1,0.0,C#,0.322,-4.1930000000000005,Minor,Bitch Came Back,64,0.0395,129.968,2010s,Theory of a Deadman,C# - Minor,Theory of a Deadman - Bitch Came Back
0.557,2011,0.637,0.618,3.69045,0.753,0,0.0,G,0.0905,-5.05,Minor,Rumour Has It,66,0.0451,120.041,2010s,Adele,G - Minor,Adele - Rumour Has It
0.643,2011,0.0011,0.488,4.073333333333333,0.909,0,1.02e-05,A#,0.456,-6.591,Major,My Body,64,0.0929,129.774,2010s,Young the Giant,A# - Major,Young the Giant - My Body
0.0723,2011,0.11,0.194,2.53045,0.376,0,0.386,E,0.593,-11.356,Major,My Tears Are Becoming A Sea,63,0.0463,48.637,2010s,M83,E - Major,M83 - My Tears Are Becoming A Sea
0.144,2011,0.352,0.6759999999999999,5.06355,0.695,1,0.0,C,0.119,-8.327,Major,Lighters,69,0.245,90.268,2010s,Bad Meets Evil,C - Major,Bad Meets Evil - Lighters
0.512,2011,0.2,0.846,3.958,0.438,1,9.43e-05,B,0.0939,-4.981,Major,Teach Me How to Dougie,68,0.141,85.01299999999998,2010s,Cali Swag District,B - Major,Cali Swag District - Teach Me How to Dougie
0.479,2011,0.764,0.44,3.90645,0.6709999999999999,0,0.0,D#,0.212,-10.598,Minor,In The Morning,65,0.477,83.07799999999997,2010s,J. Cole,D# - Minor,J. Cole - In The Morning
0.425,2011,0.0893,0.636,3.9302166666666665,0.72,0,0.0178,B,0.0868,-6.195,Major,Shooting Stars,71,0.0432,124.944,2010s,Bag Raiders,B - Major,Bag Raiders - Shooting Stars
0.555,2011,0.0306,0.664,3.50155,0.872,1,0.0,D#,0.228,-3.117,Major,Where Them Girls At (feat. Nicki Minaj & Flo Rida),62,0.0396,129.873,2010s,David Guetta,D# - Major,David Guetta - Where Them Girls At (feat. Nicki Minaj & Flo Rida)
