valence,year,acousticness,danceability,duration_min,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,decade,first_artist,key_mode
0.905,1971,0.389,0.653,3.862216666666667,0.494,0,1.46e-06,F,0.0677,-14.79,Major,Coconut,58,0.102,137.463,1970s,Harry Nilsson,F - Major
0.474,1971,0.373,0.499,3.27445,0.633,0,0.716,F#,0.0876,-12.145,Minor,Mercy Mercy Me (The Ecology),61,0.0445,93.238,1970s,Marvin Gaye,F# - Minor
0.339,1971,0.0965,0.4320000000000001,4.202883333333333,0.518,0,0.7879999999999999,G,0.136,-13.403,Major,Sweet Thang,60,0.0375,142.735,1970s,Shuggie Otis,G - Major
0.426,1971,0.15,0.305,5.368883333333334,0.594,0,0.000303,F,0.39,-10.499,Major,Levon,55,0.0447,145.77,1970s,Elton John,F - Major
0.753,1971,0.101,0.318,3.1728833333333335,0.657,0,3.01e-06,D,0.144,-11.829,Major,The Seeker - Edit,61,0.0358,177.477,1970s,The Who,D - Major
0.303,1971,0.953,0.624,3.8177833333333338,0.158,0,0.00135,A,0.112,-13.059,Major,(You Make Me Feel Like) A Natural Woman,62,0.0289,85.492,1970s,Carole King,A - Major
0.916,1971,0.018,0.6,3.5449166666666665,0.843,0,0.199,G#,0.34,-7.455,Major,Walk Away,57,0.0351,102.323,1970s,James Gang,G# - Major
0.936,1971,0.0597,0.7829999999999999,3.1048833333333334,0.633,0,5.11e-05,G,0.0782,-11.076,Major,I'm the Only Hell (Mama Ever Raised),53,0.0512,110.182,1970s,Johnny Paycheck,G - Major
0.254,1971,0.877,0.489,4.29645,0.389,0,0.32,E,0.105,-11.653,Minor,Jealous Guy - Remastered 2010,66,0.0284,131.366,1970s,John Lennon,E - Minor
0.6809999999999999,1971,0.93,0.624,3.0611166666666665,0.257,0,7.56e-05,F,0.138,-13.341,Major,Coat of Many Colors,59,0.0444,85.617,1970s,Dolly Parton,F - Major
0.8370000000000001,1971,0.335,0.705,2.3122166666666666,0.359,0,0.0,A#,0.0968,-15.388,Major,Sunshine (Go Away Today),54,0.0649,125.31,1970s,Jonathan Edwards,A# - Major
0.89,1971,0.589,0.6759999999999999,2.8831166666666665,0.58,0,0.000145,F,0.218,-14.217,Major,Man in Black,59,0.0506,95.358,1970s,Johnny Cash,F - Major
0.64,1971,0.705,0.6409999999999999,5.532666666666667,0.605,0,0.0888,G#,0.0761,-9.177,Minor,Inner City Blues (Make Me Wanna Holler),61,0.0332,94.075,1970s,Marvin Gaye,G# - Minor
0.511,1971,0.7120000000000001,0.6409999999999999,2.87555,0.297,0,7.780000000000001e-05,D,0.122,-11.316,Major,Moonshadow,62,0.0319,130.658,1970s,Yusuf / Cat Stevens,D - Major
0.517,1971,0.0186,0.623,3.62245,0.877,0,0.0144,B,0.0729,-7.7879999999999985,Major,Baby Blue - Remastered 2010,60,0.066,124.432,1970s,Badfinger,B - Major
0.96,1971,0.535,0.5579999999999999,3.0979833333333335,0.677,0,0.0,B,0.101,-12.38,Minor,The Revolution Will Not Be Televised,59,0.207,180.685,1970s,Gil Scott-Heron,B - Minor
0.637,1971,0.0339,0.565,3.40555,0.526,0,0.000119,C,0.11,-11.352,Major,Going Down,59,0.0365,167.93599999999995,1970s,Freddie King,C - Major
0.797,1971,0.669,0.8190000000000001,3.092216666666667,0.605,0,0.0163,D,0.199,-13.83,Minor,Family Affair - Single Version,59,0.132,108.892,1970s,Sly & The Family Stone,D - Minor
0.962,1971,0.0471,0.545,2.78795,0.816,0,1.18e-05,C,0.163,-7.37,Major,Your Mama Don't Dance,53,0.0343,146.211,1970s,Loggins & Messina,C - Major
0.541,1971,0.892,0.495,3.52445,0.237,0,0.0063799999999999,D,0.0865,-17.701,Major,Going to California - 1990 Remaster,58,0.0333,77.376,1970s,Led Zeppelin,D - Major
0.931,1971,0.33,0.54,4.07555,0.862,0,1.7e-05,D,0.156,-4.599,Major,Dead Flowers - 2009 Mix,58,0.0284,130.34,1970s,The Rolling Stones,D - Major
0.8959999999999999,1971,0.618,0.618,2.7173333333333334,0.833,0,0.0,G,0.299,-4.007,Major,Don't Pull Your Love Out,53,0.0338,100.29,1970s,Hamilton,G - Major
0.784,1971,0.182,0.448,2.64,0.316,0,0.0,D#,0.109,-13.422,Major,Te Solté la Rienda,61,0.0557,151.25799999999995,1970s,José Alfredo Jimenez,D# - Major
0.511,1971,0.141,0.246,3.5533333333333332,0.375,0,4.97e-06,A#,0.109,-14.409,Major,I Am...I Said - Single Version,62,0.0272,90.53,1970s,Neil Diamond,A# - Major
0.352,1971,0.417,0.68,4.43355,0.53,0,0.011,B,0.0559,-13.105,Minor,Locomotive Breath,60,0.0889,124.551,1970s,Jethro Tull,B - Minor
0.531,1971,0.249,0.618,3.0126666666666666,0.413,0,0.0517,E,0.131,-14.164,Minor,I'm Eighteen,57,0.0302,97.84,1970s,Alice Cooper,E - Minor
0.504,1971,0.515,0.474,3.9766666666666666,0.418,0,0.000342,C,0.0535,-9.654,Major,Cry Baby,63,0.03,83.18,1970s,Janis Joplin,C - Major
0.262,1971,0.55,0.41,3.3888833333333332,0.598,0,0.00274,D,0.092,-8.515,Major,Something On Your Mind,58,0.0405,76.445,1970s,Karen Dalton,D - Major
0.241,1971,0.575,0.417,5.953333333333333,0.5,0,0.0883,G,0.102,-6.449,Major,Moonlight Mile - 2009 Mix,57,0.0263,130.531,1970s,The Rolling Stones,G - Major
0.624,1971,0.212,0.51,2.90245,0.8759999999999999,0,0.0,D,0.248,-9.101,Major,She's A Lady,61,0.161,119.702,1970s,Tom Jones,D - Major
0.969,1971,0.168,0.589,2.9311166666666666,0.501,0,0.0,C,0.0741,-11.665,Major,Rose Garden,61,0.031,131.064,1970s,Lynn Anderson,C - Major
0.535,1971,0.58,0.371,4.919116666666667,0.507,0,0.0201,G,0.175,-9.805,Major,Uncle Albert / Admiral Halsey - Medley / Remastered 2012,56,0.0325,91.786,1970s,Paul McCartney,G - Major
0.3229999999999999,1971,0.578,0.529,2.4877166666666666,0.124,0,0.00266,C,0.105,-19.808,Minor,You Can Close Your Eyes - 2019 Remaster,52,0.0312,135.014,1970s,James Taylor,C - Minor
0.0556,1971,0.732,0.48,3.8362166666666666,0.298,0,0.00295,F#,0.1,-13.477,Major,Better Days,56,0.0356,128.02200000000002,1970s,Graham Nash,F# - Major
0.8540000000000001,1971,0.5479999999999999,0.6709999999999999,2.6862166666666667,0.401,0,8.17e-06,G,0.151,-13.989,Major,Spanish Pipedream,52,0.028,81.398,1970s,John Prine,G - Major
0.385,1971,0.109,0.397,3.1842166666666665,0.687,0,0.000739,F,0.112,-7.11,Major,Day After Day - Remastered 2010,54,0.0311,101.822,1970s,Badfinger,F - Major
0.968,1971,0.0248,0.599,3.3417833333333333,0.636,0,0.0,C,0.0612,-13.084,Major,Queen Bitch - 2015 Remaster,57,0.0305,137.172,1970s,David Bowie,C - Major
0.342,1971,0.912,0.388,2.596216666666667,0.176,0,0.000336,A,0.0977,-16.952,Major,If,61,0.0299,97.628,1970s,Bread,A - Major
0.218,1971,0.852,0.351,3.648216666666667,0.235,0,0.0,A#,0.0688,-11.513,Major,Rainy Days And Mondays,59,0.0323,74.72,1970s,Carpenters,A# - Major
0.835,1971,0.337,0.527,2.9962166666666668,0.821,0,1.68e-06,D,0.394,-7.19,Major,Never Can Say Goodbye,49,0.047,166.139,1970s,The Jackson 5,D - Major
0.691,1971,0.211,0.476,2.6333333333333333,0.677,0,0.0,C,0.0601,-11.175,Major,"Gypsys, Tramps & Thieves",57,0.0365,170.87900000000005,1970s,Cher,C - Major
0.8190000000000001,1971,0.233,0.487,4.653333333333333,0.716,0,0.00445,A,0.113,-17.689,Minor,Theme From Shaft - Album - Remastered,51,0.0463,120.795,1970s,Isaac Hayes,A - Minor
0.898,1971,0.0005639999999999,0.327,3.6633333333333336,0.895,0,0.0159,A,0.104,-7.428,Major,Rock and Roll - 1990 Remaster,58,0.0367,169.39,1970s,Led Zeppelin,A - Major
0.512,1971,0.792,0.583,3.26,0.239,0,0.0,D,0.199,-13.85,Major,Paradise,51,0.0293,81.528,1970s,John Prine,D - Major
0.725,1971,0.5760000000000001,0.541,4.935783333333333,0.733,0,0.0321,A,0.705,-9.04,Major,"One Way Out - Live At The Final Fillmore East Concert, 1971",51,0.0491,106.734,1970s,Allman Brothers Band,A - Major
0.648,1971,0.721,0.415,3.568216666666667,0.37,0,1.64e-05,C#,0.0736,-12.805,Major,Here Comes the Sun,61,0.0378,116.85,1970s,Nina Simone,C# - Major
0.18,1971,0.948,0.474,5.17955,0.0404,0,0.000263,A,0.111,-22.208,Minor,Famous Blue Raincoat,63,0.0387,119.415,1970s,Leonard Cohen,A - Minor
0.917,1971,0.255,0.696,3.457116666666667,0.736,0,0.0,G,0.117,-7.282999999999999,Major,Sweet City Woman,53,0.048,88.133,1970s,Stampeders,G - Major
0.731,1971,0.0607,0.519,3.6826666666666665,0.613,0,0.826,B,0.209,-10.667,Major,Mambo Sun - Remastered,49,0.101,181.049,1970s,T. Re,B - Major
0.249,1971,0.797,0.557,3.233116666666666,0.276,0,0.0,F#,0.0984,-9.92,Major,Oh! You Pretty Things - 2015 Remaster,57,0.035,76.321,1970s,David Bowie,F# - Major
0.243,1971,0.79,0.403,4.207333333333334,0.329,0,0.000396,C,0.102,-12.847,Major,Will You Love Me Tomorrow?,55,0.0314,159.44299999999996,1970s,Carole King,C - Major
0.4,1971,0.00611,0.381,5.910216666666667,0.506,0,0.846,E,0.535,-15.094,Major,One of These Days,55,0.0468,103.806,1970s,Pink Floyd,E - Major
0.716,1971,0.71,0.6629999999999999,2.6422166666666667,0.288,0,0.0,C#,0.131,-15.323,Major,Snowqueen Of Texas,53,0.0338,78.23899999999998,1970s,The Mamas & The Papas,C# - Major
0.371,1971,0.202,0.384,3.73555,0.516,0,0.18,A,0.114,-12.032,Minor,I'd Love to Change the World - 2004 Remaster,61,0.0345,118.129,1970s,Ten Years After,A - Minor
0.203,1971,0.5479999999999999,0.335,3.963783333333333,0.262,0,0.0,E,0.0971,-13.832,Major,How Can You Mend A Broken Heart,59,0.0393,68.82,1970s,Bee Gees,E - Major
0.525,1971,0.616,0.613,4.751633333333333,0.31,0,0.0217,A,0.0917,-14.914,Major,Make It With You,49,0.0424,74.88,1970s,Ralfi Pagan,A - Major
0.254,1971,0.748,0.594,4.533783333333333,0.325,0,0.0058,C,0.0857,-17.137,Major,Hello in There,51,0.0324,135.22899999999998,1970s,John Prine,C - Major
0.6509999999999999,1971,0.018,0.37,4.5,0.6940000000000001,0,0.00365,C,0.182,-11.713,Major,Cosmic Dancer - Remastered,49,0.0595,155.093,1970s,T. Re,C - Major
0.7859999999999999,1971,0.725,0.6779999999999999,3.570666666666667,0.444,0,0.0,F#,0.121,-10.518,Major,All I Want,54,0.0326,141.262,1970s,Joni Mitchell,F# - Major
0.7979999999999999,1971,0.574,0.5710000000000001,4.607116666666666,0.628,0,0.0123,F,0.0823,-9.922,Major,Debris,53,0.0317,73.738,1970s,Faces,F - Major
0.196,1971,0.97,0.495,2.82045,0.142,0,1.93e-06,B,0.113,-16.186,Minor,She's Got a Way,51,0.0436,75.859,1970s,Billy Joel,B - Minor
0.7390000000000001,1971,0.252,0.551,3.3091166666666667,0.461,0,2.39e-06,B,0.0541,-11.778,Major,Smiling Faces Sometimes,52,0.0255,105.155,1970s,The Undisputed Truth,B - Major
0.924,1971,0.064,0.424,2.4148833333333335,0.438,0,0.0,G,0.0764,-15.192,Major,Gotta Get Up,55,0.0529,175.139,1970s,Harry Nilsson,G - Major
0.965,1971,0.296,0.696,2.748883333333333,0.7909999999999999,0,0.0,E,0.318,-13.056,Major,Hot Rod Lincoln,50,0.22,130.246,1970s,Commander Cody and His Lost Planet Airmen,E - Major
0.5429999999999999,1971,0.171,0.691,3.717783333333333,0.324,0,0.0219,C,0.0674,-15.367,Major,San Tropez,53,0.0446,121.664,1970s,Pink Floyd,C - Major
0.491,1971,0.29,0.541,4.98155,0.361,0,0.38,D,0.0651,-12.248,Major,Just Can't Be,51,0.0246,94.683,1970s,The Flying Burrito Brothers,D - Major
0.947,1971,0.131,0.7879999999999999,3.200383333333334,0.865,0,1.58e-05,C,0.0238,-9.729,Major,Do You Know What I Mean,50,0.0575,109.081,1970s,Lee Michaels,C - Major
0.116,1971,0.695,0.251,4.337116666666667,0.115,0,2.11e-05,A#,0.617,-20.223,Minor,"Pure Imagination - From ""Willy Wonka & The Chocolate Factory"" Soundtrack",52,0.038,70.645,1970s,Gene Wilder,A# - Minor
0.421,1971,0.742,0.499,3.221116666666666,0.279,0,1.47e-06,C,0.0907,-15.338,Major,Illegal Smile,49,0.0529,161.609,1970s,John Prine,C - Major
0.8059999999999999,1971,0.787,0.613,2.8437833333333336,0.542,0,0.0,C,0.215,-12.121,Minor,She's All I Got,48,0.0427,141.334,1970s,Johnny Paycheck,C - Minor
0.963,1971,0.48,0.752,3.58095,0.5589999999999999,0,3.82e-06,F,0.374,-12.848,Minor,Lady Day and John Coltrane,59,0.0344,149.417,1970s,Gil Scott-Heron,F - Minor
0.8320000000000001,1971,0.35,0.557,2.59555,0.411,0,1.39e-05,G,0.172,-14.81,Major,Shanty,49,0.0718,112.289,1970s,Jonathan Edwards,G - Major
0.171,1971,0.728,0.306,3.85845,0.253,0,4.89e-05,G#,0.138,-11.177,Major,Superstar,56,0.0294,83.175,1970s,Carpenters,G# - Major
0.523,1971,0.939,0.695,1.7977833333333333,0.106,0,0.0,A#,0.0674,-15.169,Minor,Mercedes Benz,58,0.55,86.99799999999998,1970s,Janis Joplin,A# - Minor
0.675,1971,0.0763,0.488,4.750883333333333,0.892,0,0.486,D,0.266,-7.131,Major,Misty Mountain Hop - Alternate Mix,52,0.0496,132.554,1970s,Led Zeppelin,D - Major
0.7979999999999999,1971,0.376,0.596,4.314883333333333,0.779,0,0.0134,G#,0.231,-11.361,Major,Fire And Brimstone,52,0.0388,109.533,1970s,Link Wray,G# - Major
0.7859999999999999,1971,0.309,0.488,4.324066666666667,0.721,0,0.0482,D,0.4370000000000001,-9.141,Major,"Statesboro Blues - Live At Fillmore East, March 13, 1971",49,0.0617,125.94,1970s,Allman Brothers Band,D - Major
0.664,1971,0.013,0.526,3.865116666666667,0.8190000000000001,0,0.0138,C#,0.664,-8.363999999999999,Major,Hit It and Quit It,52,0.139,146.231,1970s,Funkadelic,C# - Major
0.787,1971,0.379,0.47,4.64845,0.8059999999999999,0,0.0624,D,0.86,-7.165,Major,Misty Mountain Hop - Remaster,51,0.0369,132.359,1970s,Led Zeppelin,D - Major
0.14,1971,0.924,0.578,3.10355,0.339,0,0.0491,C,0.0988,-10.686,Major,Imagine - Ultimate Mix,60,0.0263,75.661,1970s,John Lennon,C - Major
0.223,1971,0.452,0.37,5.214883333333334,0.211,0,0.00166,A,0.0857,-16.114,Major,A Pillow of Winds,53,0.0312,142.708,1970s,Pink Floyd,A - Major
0.621,1971,0.154,0.581,3.61445,0.455,0,3.950000000000001e-05,G,0.619,-14.154000000000002,Major,Pretty Good,49,0.0319,129.94299999999998,1970s,John Prine,G - Major
0.867,1971,0.5870000000000001,0.376,2.1566666666666667,0.374,0,0.0,A,0.214,-11.923,Major,El Rey,58,0.0408,182.719,1970s,José Alfredo Jimenez,A - Major
0.654,1971,0.0322,0.399,5.417133333333333,0.56,0,0.00141,C#,0.111,-12.701,Major,Lord of This World - 2014 Remaster,47,0.0525,134.359,1970s,Black Sabbath,C# - Major
0.769,1971,0.818,0.626,3.04845,0.542,0,0.0,C#,0.0949,-7.655,Major,Carey,53,0.037,75.368,1970s,Joni Mitchell,C# - Major
0.466,1971,0.00891,0.84,5.183333333333334,0.398,0,0.361,A#,0.0921,-13.419,Major,Just Like a Baby,51,0.0333,97.979,1970s,Sly & The Family Stone,A# - Major
0.743,1971,0.274,0.4320000000000001,4.9,0.848,0,0.0344,E,0.233,-8.095,Minor,Black Dog - 1990 Remaster,54,0.0878,81.20100000000002,1970s,Led Zeppelin,E - Minor
0.54,1971,0.8290000000000001,0.343,5.027466666666666,0.0213,0,0.684,G,0.121,-28.714,Minor,Solitude - 2014 Remaster,47,0.0386,111.372,1970s,Black Sabbath,G - Minor
0.537,1971,0.159,0.488,4.06445,0.48,0,0.00131,E,0.685,-11.907,Minor,All Day Music,46,0.0312,107.261,1970s,War,E - Minor
0.477,1971,0.5579999999999999,0.564,3.43445,0.357,0,0.0,C#,0.233,-12.752,Major,The Night They Drove Old Dixie Down,55,0.0326,129.24200000000002,1970s,Joan Baez,C# - Major
0.879,1971,0.261,0.848,3.791333333333333,0.499,0,0.517,B,0.209,-10.176,Minor,I'm a Ram,51,0.0696,81.098,1970s,Al Green,B - Minor
0.15,1971,0.774,0.435,5.709783333333333,0.295,0,0.0247,G,0.0769,-9.773,Major,Wild Horses,50,0.0264,141.293,1970s,The Rolling Stones,G - Major
0.6459999999999999,1971,0.179,0.575,4.17,0.696,0,0.00114,C,0.315,-10.01,Major,Cross-Eyed Mary,51,0.12,86.304,1970s,Jethro Tull,C - Major
0.757,1971,0.115,0.535,4.80155,0.596,0,0.0183,A,0.0932,-12.033,Major,Light Up Or Leave Me Alone,48,0.0313,109.319,1970s,Traffic,A - Major
0.794,1971,0.299,0.5870000000000001,4.345783333333333,0.8420000000000001,0,0.51,C#,0.268,-10.463,Major,Oh Yoko! - Remastered 2010,53,0.0302,85.29700000000003,1970s,John Lennon,C# - Major
0.144,1971,0.795,0.302,3.6877833333333334,0.139,0,0.0,B,0.116,-15.878,Minor,Lady Day,52,0.0312,73.741,1970s,Frank Sinatra,B - Minor
0.524,1971,0.517,0.516,3.2971166666666667,0.371,0,5.35e-06,C,0.188,-13.092,Major,Sabor A Mi,46,0.028,88.90100000000002,1970s,El Chicano,C - Major
0.623,1971,0.861,0.505,2.4842166666666667,0.255,0,0.00389,A,0.0782,-12.558,Major,Home Again,52,0.0352,140.342,1970s,Carole King,A - Major
0.945,1971,0.442,0.535,4.220883333333333,0.701,0,0.0052,F,0.0645,-7.862,Minor,Anacaona,53,0.0361,97.692,1970s,Cheo Feliciano,F - Minor
0.8240000000000001,1971,0.293,0.701,3.7088833333333335,0.335,0,0.00845,G,0.0872,-13.534,Major,Another Day - Remastered 2012,54,0.034,122.239,1970s,Paul McCartney,G - Major
0.304,1971,0.975,0.636,3.45845,0.121,0,4.29e-05,B,0.14,-14.187,Major,Little Green,53,0.0336,111.469,1970s,Joni Mitchell,B - Major
