valence,year,acousticness,danceability,duration_min,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,decade,first_artist,key_mode,artist_track
0.626,2001,0.000579,0.402,2.971116666666666,0.914,1,0.0,A,0.065,-5.215,Major,Fat Lip,73,0.142,196.505,2000s,Sum 41,A - Major,Sum 41 - Fat Lip
0.87,2001,0.00316,0.653,3.4877833333333332,0.964,0,0.00512,A,0.144,-4.261,Minor,Smooth Criminal,74,0.0582,126.928,2000s,Alien Ant Farm,A - Minor,Alien Ant Farm - Smooth Criminal
0.882,2001,0.000715,0.579,2.8588833333333334,0.928,0,0.0,C,0.18,-4.3439999999999985,Major,First Date,73,0.0411,95.594,2000s,blink-182,C - Major,blink-182 - First Date
0.133,2001,0.0909,0.407,4.13755,0.612,0,0.0,E,0.0914,-5.359,Major,I Can Only Imagine,66,0.0496,159.52700000000004,2000s,MercyMe,E - Major,MercyMe - I Can Only Imagine
0.523,2001,0.00805,0.431,5.066666666666666,0.938,0,0.0,D#,0.138,-4.507,Minor,Blurry,66,0.0542,157.46200000000005,2000s,Puddle Of Mudd,D# - Minor,Puddle Of Mudd - Blurry
0.584,2001,0.00935,0.58,3.6126666666666662,0.748,1,0.0,E,0.753,-5.433,Major,She Hates Me,70,0.0323,109.781,2000s,Puddle Of Mudd,E - Major,Puddle Of Mudd - She Hates Me
0.227,2001,0.000918,0.364,3.91755,0.922,0,0.035,C,0.0696,-4.217,Minor,Aerials,74,0.0566,79.342,2000s,System Of A Down,C - Minor,System Of A Down - Aerials
0.919,2001,0.0219,0.835,4.45155,0.7070000000000001,1,2.19e-05,G#,0.108,-5.074,Major,What's Luv? (feat. Ja-Rule & Ashanti),73,0.0598,93.955,2000s,Fat Joe,G# - Major,Fat Joe - What's Luv? (feat. Ja-Rule & Ashanti)
0.423,2001,0.318,0.562,4.42555,0.594,0,0.0,D#,0.311,-4.578,Minor,Differences,69,0.0558,62.87600000000001,2000s,Ginuwine,D# - Minor,Ginuwine - Differences
0.494,2001,0.146,0.664,3.6877833333333334,0.556,0,3.91e-06,A#,0.113,-7.712999999999999,Major,Ol' Red,66,0.0365,75.04899999999998,2000s,Blake Shelton,A# - Major,Blake Shelton - Ol' Red
0.649,2001,0.0227,0.816,4.1306666666666665,0.5,0,1.53e-06,C#,0.0733,-4.551,Major,U Got It Bad,70,0.03,124.037,2000s,Usher,C# - Major,Usher - U Got It Bad
0.797,2001,0.0223,0.624,3.2228833333333333,0.899,0,0.000155,C,0.0975,-5.71,Major,Last Nite,64,0.0295,104.055,2000s,The Strokes,C - Major,The Strokes - Last Nite
0.726,2001,0.194,0.657,4.448216666666666,0.629,0,0.0,F#,0.254,-4.938,Major,U Remind Me,73,0.0782,93.985,2000s,Usher,F# - Major,Usher - U Remind Me
0.6779999999999999,2001,0.00425,0.5379999999999999,3.0573333333333332,0.52,0,0.0,A,0.3670000000000001,-7.46,Major,Someday,64,0.0299,106.031,2000s,The Strokes,A - Major,The Strokes - Someday
0.597,2001,0.00305,0.487,3.667116666666667,0.898,0,0.0,F,0.26,-4.436,Major,Sweetness,67,0.038,135.33100000000002,2000s,Jimmy Eat World,F - Major,Jimmy Eat World - Sweetness
0.476,2001,0.0193,0.611,5.339283333333333,0.6970000000000001,0,0.0,D,0.332,-8.618,Major,One More Time,75,0.133,122.752,2000s,Daft Punk,D - Major,Daft Punk - One More Time
0.517,2001,0.00834,0.563,4.270666666666667,0.86,0,0.0106,G#,0.39,-7.532999999999999,Major,Youth of the Nation,71,0.0621,97.867,2000s,P.O.D.,G# - Major,P.O.D. - Youth of the Nation
0.8390000000000001,2001,0.208,0.8390000000000001,4.08555,0.706,1,0.0,F,0.242,-6.104,Minor,Always On Time,73,0.199,96.673,2000s,Ja Rule,F - Minor,Ja Rule - Always On Time
0.482,2001,0.263,0.653,3.5033333333333334,0.609,0,0.00101,B,0.233,-7.519,Minor,Fallin',73,0.037,95.982,2000s,Alicia Keys,B - Minor,Alicia Keys - Fallin'
0.371,2001,0.0367,0.5579999999999999,3.4766666666666666,0.7190000000000001,0,0.0,D,0.115,-5.113,Major,Wherever You Will Go,73,0.0267,112.027,2000s,The Calling,D - Major,The Calling - Wherever You Will Go
0.645,2001,0.605,0.669,3.852883333333333,0.388,0,0.144,C,0.0905,-11.547,Major,New Slang,69,0.0306,130.016,2000s,The Shins,C - Major,The Shins - New Slang
0.35,2001,0.0006309999999999,0.246,3.54555,0.768,0,0.301,A,0.102,-7.48,Major,Wish You Were Here,69,0.0387,169.873,2000s,Incubus,A - Major,Incubus - Wish You Were Here
0.897,2001,0.242,0.908,3.83555,0.557,1,0.0,G#,0.0709,-4.243,Minor,Let Me Blow Ya Mind,72,0.107,90.03200000000002,2000s,Eve,G# - Minor,Eve - Let Me Blow Ya Mind
0.321,2001,0.0331,0.774,4.74,0.622,1,0.0,G,0.0722,-5.5420000000000025,Major,I Must Be High,63,0.186,162.039,2000s,South Park Me,G - Major,South Park Me - I Must Be High
0.8809999999999999,2001,0.0028,0.778,3.4022166666666664,0.899,0,0.0345,D,0.0263,-6.5520000000000005,Major,Short Skirt / Long Jacket,65,0.0451,119.995,2000s,Cake,D - Major,Cake - Short Skirt / Long Jacket
0.74,2001,0.5329999999999999,0.797,3.518666666666667,0.75,1,0.108,C,0.095,-9.369,Major,Get Ur Freak On,69,0.247,177.87,2000s,Missy Elliott,C - Major,Missy Elliott - Get Ur Freak On
0.619,2001,0.0559,0.514,4.233783333333333,0.911,0,0.0,C#,0.775,-2.027,Minor,Survivor,71,0.41,161.109,2000s,"""Destinys Child""",C# - Minor,"""Destinys Child"" - Survivor"
0.6920000000000001,2001,0.0427,0.8170000000000001,3.744883333333333,0.716,0,0.00263,F#,0.358,-8.898,Minor,"Harder, Better, Faster, Stronger",71,0.144,123.475,2000s,Daft Punk,F# - Minor,"Daft Punk - Harder, Better, Faster, Stronger"
0.86,2001,0.31,0.596,3.876216666666666,0.6609999999999999,0,0.0,F,0.0847,-6.239,Minor,Where the Party At (feat. Nelly),66,0.226,129.491,2000s,Jagged Edge,F - Minor,Jagged Edge - Where the Party At (feat. Nelly)
0.116,2001,0.987,0.314,3.14645,0.22,0,0.943,A,0.0802,-21.343000000000004,Major,River Flows In You,72,0.0514,145.27700000000004,2000s,Yiruma,A - Major,Yiruma - River Flows In You
0.872,2001,0.236,0.7929999999999999,3.2693333333333334,0.8320000000000001,0,1.12e-05,C#,0.202,-4.862,Minor,"Whenever, Wherever",74,0.0406,107.661,2000s,Shakira,C# - Minor,"Shakira - Whenever, Wherever"
0.737,2001,0.443,0.82,3.854,0.809,1,0.00175,E,0.0613,-6.759,Minor,Break Ya Neck,70,0.251,83.01100000000002,2000s,Busta Rhymes,E - Minor,Busta Rhymes - Break Ya Neck
0.195,2001,0.0084099999999999,0.386,3.970666666666667,0.677,0,0.00366,D,0.341,-5.83,Major,One Last Breath,69,0.0346,126.602,2000s,Creed,D - Major,Creed - One Last Breath
0.6579999999999999,2001,0.912,0.6709999999999999,3.532216666666667,0.153,0,5.53e-05,C,0.0771,-13.569,Major,Over the Rainbow,71,0.0404,85.6,2000s,"""Israel Kamakawiwoole""",C - Major,"""Israel Kamakawiwoole"" - Over the Rainbow"
0.218,2001,0.00844,0.515,4.88555,0.594,0,0.00658,C#,0.0752,-4.708,Major,Outside,62,0.0262,146.564,2000s,Staind,C# - Major,Staind - Outside
0.638,2001,0.0175,0.7559999999999999,4.414116666666667,0.8079999999999999,0,3.67e-06,F,0.66,-3.655,Major,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",63,0.0541,109.902,2000s,Christina Aguilera,F - Major,"Christina Aguilera - Lady Marmalade - From ""Moulin Rouge"" Soundtrack"
0.8690000000000001,2001,0.00793,0.72,5.119233333333334,0.8079999999999999,0,0.0293,F#,0.0634,-5.627000000000002,Major,Lady - Hear Me Tonight,73,0.0379,126.041,2000s,Modjo,F# - Major,Modjo - Lady - Hear Me Tonight
0.768,2001,0.00277,0.677,3.2182166666666667,0.52,0,0.0,E,0.0532,-6.255,Minor,Peaches & Cream,65,0.334,203.862,2000s,112,E - Minor,112 - Peaches & Cream
0.107,2001,0.952,0.143,4.846,0.134,0,0.00144,F,0.208,-17.292,Major,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",64,0.0324,85.992,2000s,Perry Como,F - Major,"Perry Como - Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night"
0.275,2001,0.188,0.605,3.8388833333333334,0.609,0,0.0,G,0.0982,-7.063,Major,Austin,62,0.0278,119.914,2000s,Blake Shelton,G - Major,Blake Shelton - Austin
0.614,2001,0.0759,0.6579999999999999,4.743116666666666,0.711,0,1.77e-05,D,0.0446,-7.423999999999999,Minor,Can We Talk,64,0.0425,172.365,2000s,Tevin Campbell,D - Minor,Tevin Campbell - Can We Talk
0.453,2001,0.208,0.684,2.3348833333333334,0.471,0,0.0,C,0.14,-9.43,Major,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",65,0.043,121.081,2000s,Susan Egan,C - Major,"Susan Egan - I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version"
0.257,2001,0.000101,0.32,4.91,0.88,0,4.31e-06,D,0.076,-6.035,Major,My Sacrifice,70,0.0504,146.349,2000s,Creed,D - Major,Creed - My Sacrifice
0.83,2001,0.000324,0.41,2.86,0.959,1,0.0,A,0.0766,-4.563,Major,The Rock Show,68,0.0869,193.155,2000s,blink-182,A - Major,blink-182 - The Rock Show
0.969,2001,0.132,0.911,4.431116666666667,0.551,0,4.120000000000001e-05,G#,0.0863,-3.75,Minor,Family Affair,71,0.0449,92.887,2000s,Mary J. Blige,G# - Minor,Mary J. Blige - Family Affair
0.365,2001,0.706,0.3229999999999999,1.8348833333333336,0.982,0,5.93e-05,A,0.853,-1.742,Minor,Fell In Love With a Girl,68,0.113,95.517,2000s,The White Stripes,A - Minor,The White Stripes - Fell In Love With a Girl
0.7440000000000001,2001,0.156,0.6629999999999999,3.44955,0.6970000000000001,0,0.0224,C,0.0663,-9.442,Major,Amber,62,0.0473,166.00099999999995,2000s,311,C - Major,311 - Amber
0.963,2001,0.415,0.847,3.3933333333333335,0.843,0,0.000134,F,0.107,-3.579,Minor,I'm a Slave 4 U,69,0.106,110.027,2000s,Britney Spears,F - Minor,Britney Spears - I'm a Slave 4 U
0.569,2001,0.00308,0.444,3.83445,0.913,1,0.0,F#,0.38,-3.452,Major,Control,63,0.0992,163.689,2000s,Puddle Of Mudd,F# - Major,Puddle Of Mudd - Control
0.369,2001,0.0208,0.608,4.4828833333333336,0.639,0,5.94e-05,G,0.0893,-7.205,Major,Why Georgia,64,0.0246,96.915,2000s,John Mayer,G - Major,John Mayer - Why Georgia
0.623,2001,0.000121,0.578,3.1088833333333334,0.882,0,0.479,G,0.284,-6.354,Major,Hash Pipe,65,0.044,125.603,2000s,Weezer,G - Major,Weezer - Hash Pipe
0.644,2001,0.00318,0.5589999999999999,3.179333333333333,0.931,0,1.24e-05,A,0.0624,-5.863,Major,Boom,67,0.0721,90.911,2000s,P.O.D.,A - Major,P.O.D. - Boom
0.754,2001,0.0199,0.78,5.075116666666666,0.634,1,2.98e-05,C#,0.29,-5.941,Major,Purple Pills,67,0.16,125.25,2000s,D12,C# - Major,D12 - Purple Pills
0.6759999999999999,2001,0.000273,0.57,2.92045,0.915,0,8.48e-05,F#,0.178,-4.802,Minor,Crawling In The Dark,65,0.105,93.54,2000s,Hoobastank,F# - Minor,Hoobastank - Crawling In The Dark
0.5670000000000001,2001,0.00169,0.657,3.1011166666666665,0.96,1,0.000997,F,0.109,-3.524,Minor,Die MF Die,68,0.07,126.02,2000s,Dope,F - Minor,Dope - Die MF Die
0.476,2001,0.0136,0.523,3.58045,0.828,0,0.000255,C#,0.165,-4.6960000000000015,Major,Everywhere,65,0.0762,96.952,2000s,Michelle Branch,C# - Major,Michelle Branch - Everywhere
0.927,2001,0.362,0.73,3.68555,0.602,0,3.69e-06,F#,0.1689999999999999,-3.782,Minor,"Independent Women, Pt. 1",67,0.206,97.954,2000s,"""Destinys Child""",F# - Minor,"""Destinys Child"" - Independent Women, Pt. 1"
0.8490000000000001,2001,0.1689999999999999,0.802,3.296,0.341,1,0.0,G,0.0783,-8.56,Major,Because I Got High,67,0.488,166.01,2000s,Afroman,G - Major,Afroman - Because I Got High
0.964,2001,0.0263,0.7659999999999999,3.844,0.563,0,0.6829999999999999,A,0.115,-7.516,Minor,Can't Get You out of My Head,73,0.0339,126.007,2000s,Kylie Minogue,A - Minor,Kylie Minogue - Can't Get You out of My Head
0.5710000000000001,2001,0.0383,0.6679999999999999,3.857783333333334,0.7390000000000001,0,0.0,E,0.13,-4.919,Major,No Such Thing,65,0.0308,131.918,2000s,John Mayer,E - Major,John Mayer - No Such Thing
0.919,2001,0.0198,0.5589999999999999,3.056666666666666,0.972,0,6.47e-06,F#,0.393,-3.524,Major,I'm A Believer - Radio Edit,60,0.0639,82.336,2000s,Smash Mouth,F# - Major,Smash Mouth - I'm A Believer - Radio Edit
0.961,2001,0.00108,0.802,3.2088833333333335,0.904,0,0.0,B,0.173,-3.267,Minor,Get the Party Started,68,0.0459,128.931,2000s,P!nk,B - Minor,P!nk - Get the Party Started
0.221,2001,0.61,0.377,4.222883333333334,0.395,0,0.0,D#,0.295,-8.622,Major,I'm Already There,61,0.0332,133.296,2000s,Lonestar,D# - Major,Lonestar - I'm Already There
0.384,2001,0.44,0.875,3.877783333333334,0.475,0,0.72,A,0.046,-12.673,Minor,Something About Us,69,0.0986,99.958,2000s,Daft Punk,A - Minor,Daft Punk - Something About Us
0.726,2001,0.00799,0.431,5.906666666666666,0.7959999999999999,0,2.37e-05,G,0.916,-7.676,Major,Boys From Oklahoma,59,0.0356,112.573,2000s,Cross Canadian Ragweed,G - Major,Cross Canadian Ragweed - Boys From Oklahoma
0.457,2001,0.00055,0.611,4.236666666666666,0.648,0,0.0028,C,0.0846,-4.579,Major,Tear Away,63,0.0441,132.983,2000s,Drowning Pool,C - Major,Drowning Pool - Tear Away
0.146,2001,0.143,0.581,4.41,0.6509999999999999,0,1.05e-05,G,0.107,-5.617000000000001,Major,Hero,62,0.0392,151.959,2000s,Enrique Iglesias,G - Major,Enrique Iglesias - Hero
0.59,2001,0.0422,0.598,3.2948833333333334,0.6729999999999999,0,6.840000000000001e-05,D,0.289,-10.431,Major,Kung Fu Fighting,68,0.0693,102.035,2000s,Carl Douglas,D - Major,Carl Douglas - Kung Fu Fighting
0.304,2001,0.976,0.345,3.15845,0.0581,0,0.000366,D#,0.103,-17.217,Major,Mad World (Feat. Michael Andrews),70,0.0374,174.11700000000005,2000s,Gary Jules,D# - Major,Gary Jules - Mad World (Feat. Michael Andrews)
0.958,2001,0.166,0.618,2.7997833333333335,0.7440000000000001,0,0.0,C,0.234,-5.426,Major,Me llamo Raquel,63,0.0583,177.50599999999997,2000s,Banda Machos,C - Major,Banda Machos - Me llamo Raquel
0.354,2001,0.0202,0.495,3.3526666666666665,0.974,0,8.31e-05,C#,0.182,-3.252,Major,Prison Song,66,0.135,99.733,2000s,System Of A Down,C# - Major,System Of A Down - Prison Song
0.892,2001,0.0949,0.921,4.943116666666667,0.6679999999999999,1,0.0,G,0.5920000000000001,-8.73,Major,Rollout (My Business),60,0.235,131.059,2000s,Ludacris,G - Major,Ludacris - Rollout (My Business)
0.488,2001,0.000758,0.39,3.1473333333333335,0.967,1,1.74e-05,A#,0.302,-1.946,Major,Flavor Of The Weak,63,0.0644,151.944,2000s,American Hi-Fi,A# - Major,American Hi-Fi - Flavor Of The Weak
0.664,2001,0.00154,0.488,3.286,0.754,0,2.42e-05,F,0.6779999999999999,-7.95,Minor,O-o-h Child,64,0.0381,88.369,2000s,The Five Stairsteps,F - Minor,The Five Stairsteps - O-o-h Child
0.684,2001,0.168,0.765,3.066,0.87,0,0.0,F,0.125,-5.191,Major,I Wanna Talk About Me,60,0.0499,106.06,2000s,Toby Keith,F - Major,Toby Keith - I Wanna Talk About Me
0.423,2001,0.0195,0.535,4.496,0.507,0,1.07e-06,D,0.344,-13.898,Major,Como Fui A Enamorarme De Ti,65,0.0392,150.305,2000s,Los Bukis,D - Major,Los Bukis - Como Fui A Enamorarme De Ti
0.198,2001,0.00171,0.449,4.48845,0.7759999999999999,0,0.0,D,0.0698,-5.5939999999999985,Major,Wasting My Time,60,0.0322,148.11,2000s,Default,D - Major,Default - Wasting My Time
0.945,2001,0.6709999999999999,0.792,3.796,0.638,0,0.0,G#,0.0577,-6.484,Major,Tu Forma De Ser - Version Cumbia,67,0.0334,139.99,2000s,Alberto Y Roberto,G# - Major,Alberto Y Roberto - Tu Forma De Ser - Version Cumbia
0.387,2001,0.69,0.534,2.37045,0.459,0,0.0,G,0.0771,-5.499,Major,We're Going to Be Friends,63,0.0277,97.399,2000s,The White Stripes,G - Major,The White Stripes - We're Going to Be Friends
0.584,2001,0.00842,0.438,3.024883333333334,0.938,0,1.08e-06,F#,0.8059999999999999,-5.6110000000000015,Minor,Bleed American,63,0.094,160.21200000000005,2000s,Jimmy Eat World,F# - Minor,Jimmy Eat World - Bleed American
0.931,2001,0.00504,0.6809999999999999,3.0408833333333334,0.8640000000000001,0,0.0,D,0.212,-7.838999999999999,Major,Ten Rounds with Jose Cuervo - Recall Mix,58,0.0347,127.079,2000s,Tracy Byrd,D - Major,Tracy Byrd - Ten Rounds with Jose Cuervo - Recall Mix
0.962,2001,0.662,0.758,4.6958166666666665,0.654,0,0.0197,F,0.199,-10.98,Major,Flake,63,0.04,97.657,2000s,Jack Johnson,F - Major,Jack Johnson - Flake
0.746,2001,0.0541,0.6779999999999999,3.95155,0.512,0,0.0,D,0.369,-6.532,Major,Me Volví A Acordar De Ti,66,0.0275,145.968,2000s,Los Angeles De Charly,D - Major,Los Angeles De Charly - Me Volví A Acordar De Ti
0.0559,2001,0.991,0.484,2.34555,0.192,0,0.908,D,0.106,-15.378,Major,"Comptine d'un autre été, l'après-midi",57,0.0465,100.084,2000s,Yann Tiersen,D - Major,"Yann Tiersen - Comptine d'un autre été, l'après-midi"
0.897,2001,0.0391,0.8059999999999999,4.15955,0.649,0,5.550000000000003e-05,A,0.0557,-9.004,Minor,Out of Touch,59,0.0347,114.834,2000s,Daryl Hall & John Oates,A - Minor,Daryl Hall & John Oates - Out of Touch
0.265,2001,0.418,0.605,3.467783333333333,0.506,0,0.0,C,0.143,-11.697,Major,A Donde Vayas,66,0.034,85.18799999999997,2000s,Los Bukis,C - Major,Los Bukis - A Donde Vayas
0.3720000000000001,2001,0.00357,0.376,2.9366666666666665,0.787,0,0.0,F,0.552,-4.731,Minor,ATWA,67,0.0395,87.105,2000s,System Of A Down,F - Minor,System Of A Down - ATWA
0.7040000000000001,2001,0.0601,0.6859999999999999,3.383783333333333,0.84,0,5.38e-06,C#,0.1639999999999999,-5.142,Major,Little Things,62,0.159,105.0,2000s,Good Charlotte,C# - Major,Good Charlotte - Little Things
0.37,2001,0.996,0.5579999999999999,2.092,0.0259,0,0.871,G#,0.0969,-30.016,Major,Avril 14th,65,0.0458,157.811,2000s,Aphe,G# - Major,Aphe - Avril 14th
0.853,2001,0.151,0.7659999999999999,4.863333333333333,0.6809999999999999,1,8.68e-05,G,0.266,-6.919,Major,You Never Met a Motherfucker Quite Like Me,58,0.0565,141.94,2000s,Kid Rock,G - Major,Kid Rock - You Never Met a Motherfucker Quite Like Me
0.653,2001,0.374,0.44,3.647566666666666,0.8320000000000001,0,2.1e-06,B,0.205,-6.501,Minor,Alabama,58,0.0875,96.564,2000s,Cross Canadian Ragweed,B - Minor,Cross Canadian Ragweed - Alabama
0.351,2001,0.55,0.5589999999999999,3.23845,0.464,0,0.0,F#,0.107,-9.687,Major,I'm Gonna Miss Her,59,0.0272,98.354,2000s,Brad Paisley,F# - Major,Brad Paisley - I'm Gonna Miss Her
0.637,2001,0.00281,0.84,3.465116666666667,0.835,0,1.11e-06,C#,0.152,-4.386,Minor,Bootylicious,65,0.275,103.376,2000s,"""Destinys Child""",C# - Minor,"""Destinys Child"" - Bootylicious"
0.667,2001,0.000456,0.408,3.738883333333334,0.665,0,0.863,G,0.0888,-6.2860000000000005,Major,Hard To Explain,57,0.0578,82.525,2000s,The Strokes,G - Major,The Strokes - Hard To Explain
0.1369999999999999,2001,0.00854,0.465,4.73955,0.517,0,0.0403,E,0.209,-6.189,Major,Hear You Me,63,0.0284,136.17600000000002,2000s,Jimmy Eat World,E - Major,Jimmy Eat World - Hear You Me
0.5870000000000001,2001,0.0275,0.933,4.24,0.562,1,0.0,B,0.102,-5.962999999999999,Major,I'm a Thug,58,0.122,139.981,2000s,Trick Daddy,B - Major,Trick Daddy - I'm a Thug
0.769,2001,0.48,0.6409999999999999,3.55045,0.746,0,1.77e-05,E,0.7240000000000001,-4.2639999999999985,Minor,Amor Regresa,66,0.0381,171.394,2000s,Los Askis,E - Minor,Los Askis - Amor Regresa
0.652,2001,0.00466,0.499,3.628,0.72,0,0.00303,G#,0.122,-9.101,Major,All You Wanted,60,0.0286,96.103,2000s,Michelle Branch,G# - Major,Michelle Branch - All You Wanted
0.189,2001,0.00849,0.4320000000000001,4.506666666666667,0.415,0,0.927,D,0.107,-9.755,Major,Drown,62,0.0357,144.0,2000s,The Smashing Pumpkins,D - Major,The Smashing Pumpkins - Drown
0.379,2001,0.0323,0.809,4.232216666666667,0.5770000000000001,1,2.72e-06,G,0.149,-5.114,Minor,Bloody War,57,0.0346,85.0,2000s,South Park Me,G - Minor,South Park Me - Bloody War
0.207,2001,0.0471,0.406,4.033333333333333,0.73,0,0.0,A,0.229,-6.278,Major,The Space Between,57,0.0315,170.032,2000s,Dave Matthews Band,A - Major,Dave Matthews Band - The Space Between
0.838,2001,0.235,0.7290000000000001,5.045333333333334,0.731,0,1.35e-06,E,0.391,-4.823,Major,Underneath It All,59,0.0682,138.204,2000s,No Doubt,E - Major,No Doubt - Underneath It All
0.077,2001,0.897,0.156,5.15155,0.162,0,0.691,D,0.111,-17.101,Minor,Hedwig's Theme,64,0.036,73.407,2000s,John Williams,D - Minor,John Williams - Hedwig's Theme
0.688,2001,0.161,0.617,3.95845,0.921,1,0.0,A,0.0887,-3.2,Major,Cocky,58,0.179,184.028,2000s,Kid Rock,A - Major,Kid Rock - Cocky
0.253,2001,8.85e-05,0.6890000000000001,3.943333333333334,0.774,0,0.0,A,0.0941,-4.5280000000000005,Major,Just Like a Pill,67,0.0278,102.052,2000s,P!nk,A - Major,P!nk - Just Like a Pill
0.58,2001,0.923,0.521,3.00155,0.237,0,0.0,G,0.144,-12.535,Major,Anyone Else But You,62,0.051,145.856,2000s,The Moldy Peaches,G - Major,The Moldy Peaches - Anyone Else But You
0.5429999999999999,2001,0.0231,0.743,3.879783333333333,0.6509999999999999,1,0.00388,A#,0.0851,-6.269,Minor,You Know How We Do It,65,0.0343,92.876,2000s,Ice Cube,A# - Minor,Ice Cube - You Know How We Do It
0.309,2001,0.0507,0.7490000000000001,4.749333333333333,0.475,1,0.0,D#,0.29,-5.58,Minor,Mexican Radio,57,0.0703,74.968,2000s,South Park Me,D# - Minor,South Park Me - Mexican Radio
0.563,2001,0.412,0.706,4.21555,0.624,1,0.0,B,0.139,-5.978,Minor,I'm Real - Murder Remix,56,0.13,83.506,2000s,Ja Rule,B - Minor,Ja Rule - I'm Real - Murder Remix
0.955,2001,0.038,0.8540000000000001,5.6288833333333335,0.6729999999999999,0,0.000227,E,0.255,-3.132,Minor,You Rock My World,65,0.185,95.0,2000s,Michael Jackson,E - Minor,Michael Jackson - You Rock My World
0.518,2001,0.000102,0.552,3.786666666666666,0.932,1,0.0,C,0.119,-3.782,Major,Anthem Part Two,62,0.0426,103.108,2000s,blink-182,C - Major,blink-182 - Anthem Part Two
0.145,2001,5.8e-05,0.462,3.5933333333333333,0.996,1,0.00377,B,0.139,-2.9730000000000003,Minor,People = Shit,65,0.231,122.072,2000s,Slipknot,B - Minor,Slipknot - People = Shit
0.174,2001,0.243,0.777,4.51445,0.764,1,0.0,C#,0.103,-5.681,Major,Move Bitch,59,0.141,177.868,2000s,Disturbing Tha Peace,C# - Major,Disturbing Tha Peace - Move Bitch
0.7709999999999999,2001,0.0803,0.75,4.35155,0.8490000000000001,1,0.0,C,0.333,-3.097,Major,Fight Music,65,0.264,89.501,2000s,D12,C - Major,D12 - Fight Music
